Student ID,Math Score,Science Score,English Score,Social Studies Score,Interest,Logical Aptitude,Verbal Aptitude,Quantitative Aptitude,Career Interest,Recommended Stream
964,89,76,53,61,Commerce,65,64,84,Economist,Commerce
965,51,99,86,71,Commerce,77,90,77,Entrepreneur,Arts
966,89,92,84,89,Science,64,87,66,Doctor,Science
967,87,94,60,59,Arts,91,96,85,Writer,Science
968,94,84,61,86,Science,95,100,72,Engineer,Science
969,61,52,57,86,Arts,99,65,62,Writer,Arts
970,54,54,70,68,Science,64,93,77,Architect,Arts
971,75,87,71,80,Science,97,85,84,Engineer,Arts
972,91,91,54,55,Arts,86,73,67,Designer,Science
973,95,65,61,89,Commerce,75,72,71,Banker,Arts
974,78,95,94,77,Arts,63,98,74,Artist,Arts
975,68,60,98,91,Commerce,65,85,70,Banker,Arts
976,89,80,50,72,Science,92,81,77,Architect,Science
977,79,77,74,86,Commerce,83,100,68,Accountant,Arts
978,80,95,59,93,Science,83,99,94,Architect,Science
979,57,63,52,68,Arts,80,99,77,Writer,Arts
980,60,69,64,55,Arts,92,88,74,Artist,Arts
981,72,68,63,53,Commerce,65,89,60,Accountant,Arts
982,79,71,86,85,Commerce,69,82,78,Economist,Arts
983,52,76,62,67,Science,87,82,63,Doctor,Arts
984,85,76,72,61,Commerce,66,98,88,Entrepreneur,Arts
985,89,80,69,90,Commerce,63,90,89,Economist,Science
986,82,51,62,54,Commerce,83,97,74,Entrepreneur,Arts
987,70,96,56,89,Arts,89,73,94,Artist,Arts
988,92,64,94,95,Commerce,86,93,81,Banker,Arts
989,76,64,90,79,Commerce,71,93,62,Banker,Arts
990,69,89,89,70,Science,86,74,97,Scientist,Commerce
991,95,66,76,59,Science,61,93,66,Scientist,Arts
992,87,82,53,76,Commerce,94,69,89,Accountant,Science
993,95,96,88,94,Commerce,87,97,76,Banker,Science
994,75,67,69,79,Commerce,86,97,87,Entrepreneur,Arts
995,59,56,83,51,Commerce,84,88,74,Economist,Arts
996,58,61,53,97,Commerce,94,77,100,Entrepreneur,Arts
997,89,98,56,61,Arts,64,80,64,Artist,Science
998,78,73,79,89,Science,62,88,64,Scientist,Arts
999,90,98,87,68,Science,84,94,80,Scientist,Science
1000,80,73,50,93,Arts,69,82,65,Artist,Arts
1001,86,51,64,77,Commerce,65,100,70,Banker,Arts
1002,83,98,85,93,Commerce,69,67,65,Banker,Science
1003,92,72,94,95,Arts,81,92,83,Writer,Arts
1004,86,91,61,59,Arts,77,64,87,Writer,Science
1005,91,89,95,88,Arts,93,87,95,Artist,Science
1006,82,53,66,75,Arts,76,84,80,Journalist,Arts
1007,88,57,90,92,Arts,92,92,79,Artist,Arts
1008,83,52,73,81,Commerce,88,94,88,Banker,Arts
1009,83,71,77,81,Commerce,80,71,69,Economist,Arts
1010,77,60,63,76,Science,75,88,74,Scientist,Arts
1011,99,93,78,77,Commerce,97,66,65,Accountant,Science
1012,65,56,93,77,Arts,62,68,77,Writer,Commerce
1013,67,99,78,81,Science,63,79,73,Scientist,Arts
1014,85,87,61,56,Arts,60,67,67,Journalist,Science
1015,56,74,72,88,Commerce,72,64,61,Economist,Arts
1016,73,77,78,75,Commerce,72,72,61,Banker,Commerce
1017,62,70,75,52,Science,77,73,81,Engineer,Commerce
1018,68,90,60,74,Commerce,62,89,74,Economist,Arts
1019,75,70,62,98,Commerce,66,70,93,Entrepreneur,Arts
1020,60,64,54,76,Arts,82,93,99,Writer,Arts
1021,99,90,90,66,Commerce,91,63,98,Banker,Science
1022,59,59,60,59,Science,86,91,66,Engineer,Arts
1023,90,54,84,53,Science,75,83,73,Engineer,Arts
1024,56,80,78,81,Science,77,75,84,Architect,Arts
1025,91,89,51,54,Science,66,88,99,Architect,Science
1026,84,69,50,91,Arts,77,88,98,Designer,Arts
1027,81,90,63,71,Science,79,77,87,Doctor,Science
1028,69,96,52,55,Arts,81,93,64,Writer,Arts
1029,77,73,62,91,Commerce,70,73,83,Entrepreneur,Arts
1030,55,86,90,83,Arts,68,85,74,Journalist,Arts
1031,58,51,70,85,Commerce,65,75,99,Accountant,Arts
1032,68,82,63,87,Commerce,72,65,75,Banker,Arts
1033,87,100,92,76,Arts,61,94,70,Journalist,Science
1034,67,66,85,91,Arts,100,85,90,Writer,Arts
1035,98,80,88,89,Commerce,62,75,72,Entrepreneur,Science
1036,91,57,57,71,Commerce,77,67,87,Banker,Commerce
1037,90,67,96,55,Arts,75,74,74,Designer,Commerce
1038,81,62,72,71,Commerce,97,78,96,Accountant,Commerce
1039,74,95,94,85,Science,88,85,88,Doctor,Arts
1040,91,68,67,59,Commerce,82,70,72,Accountant,Commerce
1041,79,91,81,90,Science,87,83,75,Architect,Arts
1042,67,72,92,99,Commerce,85,92,68,Economist,Arts
1043,60,57,78,95,Science,85,84,68,Scientist,Arts
1044,96,60,79,80,Commerce,74,98,96,Entrepreneur,Arts
1045,63,65,98,87,Arts,85,73,92,Designer,Arts
1046,51,55,77,89,Arts,79,95,71,Writer,Arts
1047,52,77,74,80,Commerce,86,84,89,Entrepreneur,Arts
1048,51,92,93,74,Arts,83,86,80,Artist,Arts
1049,61,98,87,94,Arts,98,96,98,Journalist,Arts
1050,100,98,60,69,Science,61,79,87,Doctor,Science
1051,74,72,76,70,Science,84,85,88,Doctor,Arts
1052,61,93,54,80,Commerce,87,71,67,Entrepreneur,Arts
1053,86,69,71,64,Arts,82,87,67,Artist,Arts
1054,79,92,66,87,Arts,88,60,98,Journalist,Arts
1055,81,61,61,53,Commerce,79,93,60,Banker,Arts
1056,52,84,91,72,Science,94,69,98,Engineer,Commerce
1057,75,96,80,72,Commerce,78,87,69,Entrepreneur,Arts
1058,70,90,78,76,Arts,63,75,96,Designer,Commerce
1059,60,70,96,52,Arts,74,66,75,Artist,Commerce
1060,72,93,57,61,Science,99,83,72,Scientist,Arts
1061,80,84,98,90,Arts,84,94,100,Journalist,Science
1062,51,70,57,57,Science,88,63,87,Scientist,Commerce
1063,72,73,64,59,Science,93,71,99,Engineer,Commerce
1064,57,100,64,71,Commerce,97,77,88,Accountant,Commerce
1065,81,59,54,79,Arts,91,79,71,Artist,Commerce
1066,100,75,74,75,Science,78,75,86,Architect,Commerce
1067,50,82,75,71,Arts,66,64,65,Designer,Commerce
1068,94,69,54,55,Science,95,90,92,Engineer,Arts
1069,59,68,91,71,Arts,61,77,69,Designer,Commerce
1070,69,92,100,65,Commerce,76,70,84,Entrepreneur,Commerce
1071,59,91,98,76,Commerce,70,99,98,Entrepreneur,Arts
1072,89,100,50,86,Arts,88,65,86,Designer,Science
1073,65,84,67,50,Science,97,72,84,Architect,Commerce
1074,76,52,63,76,Arts,82,80,80,Journalist,Arts
1075,88,78,95,89,Science,69,61,70,Scientist,Arts
1076,92,98,84,72,Arts,68,81,72,Designer,Science
1077,52,72,50,100,Arts,97,64,73,Designer,Arts
1078,62,100,55,58,Science,94,86,78,Doctor,Arts
1079,89,82,84,65,Science,67,62,93,Engineer,Science
1080,66,99,66,50,Science,79,70,98,Architect,Commerce
1081,87,82,50,56,Arts,100,78,81,Journalist,Science
1082,98,74,79,58,Commerce,85,86,61,Entrepreneur,Arts
1083,50,80,92,67,Arts,90,78,97,Writer,Commerce
1084,81,69,92,57,Commerce,82,61,95,Entrepreneur,Commerce
1085,61,94,98,69,Commerce,81,71,65,Entrepreneur,Commerce
1086,67,97,76,94,Science,98,85,91,Architect,Arts
1087,89,75,83,100,Commerce,60,78,78,Banker,Arts
1088,96,96,100,62,Arts,82,78,60,Artist,Science
1089,88,53,53,94,Commerce,97,93,92,Entrepreneur,Arts
1090,54,87,55,51,Science,92,61,73,Architect,Commerce
1091,50,72,91,97,Science,95,81,61,Architect,Arts
1092,99,61,100,54,Science,73,94,89,Engineer,Arts
1093,68,60,53,92,Science,99,96,82,Scientist,Arts
1094,68,85,100,61,Science,100,95,92,Engineer,Arts
1095,97,85,93,90,Arts,95,90,80,Designer,Science
1096,77,82,77,79,Science,85,92,98,Doctor,Arts
1097,100,91,93,95,Commerce,92,61,80,Entrepreneur,Science
1098,66,99,54,65,Science,78,72,68,Engineer,Commerce
1099,68,98,94,59,Science,88,69,79,Engineer,Commerce
1100,63,91,98,66,Science,61,84,79,Doctor,Arts
1101,76,93,65,77,Arts,98,71,96,Journalist,Commerce
1102,70,87,71,85,Arts,93,84,96,Journalist,Arts
1103,81,60,52,98,Commerce,61,89,100,Economist,Arts
1104,78,66,50,89,Commerce,87,95,91,Banker,Arts
1105,84,99,96,95,Arts,78,66,78,Journalist,Science
1106,70,85,75,91,Science,63,67,84,Engineer,Arts
1107,76,50,99,96,Science,84,80,60,Architect,Arts
1108,93,58,97,72,Arts,80,81,86,Writer,Arts
1109,71,75,56,50,Science,76,60,63,Scientist,Commerce
1110,70,65,91,85,Arts,100,67,80,Writer,Arts
1111,71,100,97,66,Arts,95,66,92,Artist,Commerce
1112,58,70,68,78,Commerce,72,90,92,Accountant,Arts
1113,72,56,64,76,Science,98,94,85,Engineer,Arts
1114,83,82,92,91,Commerce,74,94,73,Accountant,Science
1115,94,61,66,96,Commerce,75,68,72,Economist,Arts
1116,71,87,53,51,Commerce,96,83,64,Banker,Arts
1117,76,55,78,53,Science,74,91,67,Engineer,Arts
1118,84,59,85,99,Science,64,67,93,Scientist,Arts
1119,78,69,96,83,Arts,81,94,75,Journalist,Arts
1120,58,77,73,51,Arts,82,65,87,Artist,Commerce
1121,70,89,51,96,Science,67,90,80,Doctor,Arts
1122,93,96,88,85,Arts,97,68,94,Writer,Science
1123,97,63,84,79,Commerce,66,99,68,Banker,Arts
1124,77,94,75,54,Science,78,88,81,Doctor,Arts
1125,83,91,68,84,Commerce,79,72,88,Banker,Science
1126,53,68,76,60,Commerce,79,87,75,Banker,Arts
1127,61,77,80,87,Commerce,77,100,91,Banker,Arts
1128,52,85,73,81,Commerce,81,80,73,Banker,Arts
1129,71,85,75,84,Commerce,84,73,76,Economist,Arts
1130,56,100,83,92,Commerce,64,94,90,Entrepreneur,Arts
1131,83,58,53,71,Science,84,93,85,Scientist,Arts
1132,76,53,57,52,Arts,85,70,96,Writer,Commerce
1133,93,88,70,64,Commerce,97,98,100,Banker,Science
1134,51,83,71,51,Commerce,62,62,64,Banker,Commerce
1135,68,75,79,75,Science,92,82,94,Engineer,Arts
1136,70,50,56,76,Arts,98,64,83,Writer,Commerce
1137,100,94,95,63,Science,91,80,79,Architect,Science
1138,76,71,62,51,Commerce,65,63,82,Economist,Commerce
1139,80,88,57,78,Science,82,83,89,Engineer,Science
1140,78,87,85,77,Science,71,73,64,Architect,Commerce
1141,90,88,93,83,Arts,63,76,65,Journalist,Science
1142,67,90,64,53,Science,63,89,99,Architect,Arts
1143,68,80,96,72,Arts,86,81,71,Artist,Arts
1144,53,75,76,88,Commerce,93,74,83,Economist,Arts
1145,84,85,62,86,Arts,88,66,80,Writer,Science
1146,94,56,71,59,Arts,66,72,76,Journalist,Commerce
1147,72,75,78,75,Arts,70,62,60,Designer,Commerce
1148,72,67,51,99,Science,80,60,78,Architect,Arts
1149,70,52,68,50,Arts,89,79,89,Artist,Commerce
1150,93,58,89,80,Commerce,89,89,94,Economist,Arts
1151,94,70,53,91,Science,100,86,70,Engineer,Arts
1152,63,95,64,75,Science,74,69,67,Doctor,Commerce
1153,60,78,51,58,Arts,96,94,89,Writer,Arts
1154,90,88,66,56,Commerce,71,74,93,Entrepreneur,Science
1155,79,79,68,87,Commerce,65,78,88,Banker,Arts
1156,98,92,81,72,Arts,66,72,85,Artist,Science
1157,96,66,54,99,Arts,83,73,97,Writer,Arts
1158,66,59,74,72,Commerce,64,90,71,Entrepreneur,Arts
1159,82,78,92,66,Commerce,80,64,74,Entrepreneur,Commerce
1160,97,83,81,86,Commerce,75,72,89,Economist,Science
1161,91,93,79,58,Commerce,94,95,63,Accountant,Science
1162,62,83,66,59,Science,100,66,87,Scientist,Commerce
1163,88,75,64,82,Science,85,63,98,Architect,Arts
1164,54,75,81,50,Commerce,69,62,98,Banker,Commerce
1165,92,80,78,99,Commerce,69,82,99,Accountant,Science
1166,76,67,77,82,Commerce,82,70,83,Economist,Arts
1167,68,59,85,79,Science,95,85,96,Scientist,Arts
1168,68,80,98,89,Science,60,71,69,Engineer,Arts
1169,92,94,58,75,Arts,75,70,61,Designer,Science
1170,50,85,89,94,Commerce,100,92,95,Banker,Arts
1171,66,76,65,83,Arts,77,97,66,Journalist,Arts
1172,86,68,61,89,Arts,69,77,100,Writer,Arts
1173,58,83,89,87,Commerce,70,99,64,Economist,Arts
1174,69,92,74,75,Arts,77,89,88,Designer,Arts
1175,94,85,72,73,Arts,60,61,69,Journalist,Science
1176,92,90,50,72,Science,82,84,73,Architect,Science
1177,100,50,89,92,Science,78,84,70,Architect,Arts
1178,91,90,80,56,Commerce,69,81,73,Banker,Science
1179,91,97,53,78,Arts,65,72,71,Journalist,Science
1180,67,81,56,98,Commerce,100,81,73,Entrepreneur,Arts
1181,53,91,91,52,Science,62,68,73,Engineer,Commerce
1182,79,61,71,83,Science,80,81,61,Doctor,Arts
1183,88,81,97,50,Science,69,79,68,Engineer,Science
1184,81,83,74,97,Science,97,74,91,Engineer,Science
1185,91,83,72,62,Science,90,79,97,Engineer,Science
1186,67,76,98,66,Arts,90,98,66,Artist,Arts
1187,83,85,79,92,Science,73,76,94,Scientist,Science
1188,52,56,84,76,Commerce,67,96,76,Economist,Arts
1189,86,93,66,55,Arts,98,77,78,Writer,Science
1190,92,95,90,73,Arts,64,71,88,Artist,Science
1191,51,70,63,54,Commerce,73,95,98,Economist,Arts
1192,78,88,71,70,Science,95,63,78,Doctor,Commerce
1193,96,55,98,71,Arts,88,72,95,Artist,Commerce
1194,51,53,91,95,Commerce,74,77,66,Accountant,Arts
1195,88,78,66,84,Science,81,73,86,Doctor,Arts
1196,91,84,85,52,Arts,83,70,84,Journalist,Science
1197,99,71,69,55,Arts,91,92,90,Journalist,Arts
1198,70,86,99,90,Science,71,91,77,Doctor,Arts
1199,63,65,76,61,Commerce,74,91,66,Economist,Arts
1200,53,100,73,53,Arts,66,88,70,Designer,Arts
1201,87,98,93,83,Arts,89,87,96,Artist,Science
1202,98,81,60,72,Science,85,70,75,Doctor,Science
1203,83,97,65,100,Arts,86,81,66,Artist,Science
1204,92,61,76,81,Arts,98,78,61,Designer,Arts
1205,88,64,88,76,Science,83,93,62,Engineer,Arts
1206,56,91,60,51,Commerce,83,71,70,Entrepreneur,Commerce
1207,92,55,72,54,Commerce,93,96,70,Banker,Arts
1208,96,73,50,61,Science,76,71,66,Engineer,Commerce
1209,83,98,67,56,Arts,94,80,100,Artist,Science
1210,74,86,86,81,Arts,88,83,77,Artist,Arts
1211,86,65,70,70,Commerce,76,73,83,Economist,Commerce
1212,79,70,81,63,Commerce,90,87,79,Banker,Arts
1213,100,61,50,72,Commerce,67,98,96,Accountant,Arts
1214,95,99,64,85,Arts,97,94,60,Artist,Science
1215,65,97,96,66,Arts,87,73,77,Writer,Commerce
1216,95,69,73,87,Science,70,82,65,Scientist,Arts
1217,62,89,85,100,Commerce,61,61,70,Accountant,Arts
1218,86,91,92,54,Arts,90,99,82,Journalist,Science
1219,84,71,86,52,Commerce,97,76,92,Entrepreneur,Commerce
1220,90,58,76,99,Commerce,89,70,68,Entrepreneur,Arts
1221,58,67,98,53,Arts,63,61,85,Journalist,Commerce
1222,85,73,92,76,Arts,75,84,83,Writer,Arts
1223,73,64,52,54,Science,62,68,96,Architect,Commerce
1224,62,58,79,93,Commerce,86,85,97,Entrepreneur,Arts
1225,54,55,84,77,Arts,100,86,76,Artist,Arts
1226,80,87,79,56,Arts,95,80,66,Journalist,Science
1227,57,52,64,98,Science,86,81,99,Engineer,Arts
1228,64,100,51,64,Science,79,82,77,Doctor,Arts
1229,92,99,84,68,Commerce,65,75,92,Entrepreneur,Science
1230,61,68,55,68,Arts,71,97,87,Journalist,Arts
1231,94,69,95,70,Commerce,72,84,66,Accountant,Arts
1232,92,94,78,87,Arts,84,97,61,Artist,Science
1233,54,68,81,85,Arts,87,70,67,Designer,Arts
1234,67,88,82,60,Commerce,92,85,80,Accountant,Arts
1235,95,64,66,100,Science,88,87,71,Doctor,Arts
1236,67,84,73,68,Science,77,77,68,Architect,Commerce
1237,79,100,84,56,Arts,95,80,85,Artist,Arts
1238,67,83,72,57,Arts,96,66,80,Writer,Commerce
1239,70,87,92,60,Arts,96,94,65,Designer,Arts
1240,69,64,92,55,Commerce,98,77,84,Accountant,Commerce
1241,58,93,52,67,Commerce,94,84,92,Economist,Arts
1242,71,51,82,52,Science,93,84,74,Scientist,Arts
1243,54,93,81,99,Arts,73,94,84,Journalist,Arts
1244,88,68,58,81,Science,81,79,72,Architect,Arts
1245,70,94,81,98,Arts,75,73,100,Writer,Arts
1246,90,81,67,77,Science,82,99,81,Doctor,Science
1247,92,53,66,100,Commerce,71,77,78,Accountant,Arts
1248,60,80,92,79,Science,64,82,94,Scientist,Arts
1249,67,90,81,72,Arts,90,92,95,Writer,Arts
1250,78,83,74,99,Science,89,75,74,Architect,Arts
1251,58,55,79,77,Science,70,94,67,Architect,Arts
1252,99,56,96,64,Science,82,98,66,Scientist,Arts
1253,50,92,60,60,Commerce,94,83,90,Banker,Arts
1254,51,79,89,87,Commerce,68,76,75,Accountant,Arts
1255,62,97,74,56,Arts,92,81,81,Designer,Arts
1256,96,83,70,82,Commerce,75,85,87,Accountant,Science
1257,77,51,96,75,Commerce,97,89,87,Accountant,Arts
1258,73,75,95,99,Science,83,67,64,Doctor,Arts
1259,51,60,52,71,Science,60,75,86,Scientist,Commerce
1260,89,97,60,55,Science,84,96,96,Doctor,Science
1261,97,69,91,60,Science,70,76,73,Doctor,Commerce
1262,95,91,92,66,Science,63,63,83,Scientist,Science
1263,88,54,69,60,Arts,98,63,88,Artist,Commerce
1264,50,57,73,78,Commerce,71,98,62,Entrepreneur,Arts
1265,56,73,78,99,Arts,68,97,71,Journalist,Arts
1266,50,95,63,71,Commerce,70,79,86,Entrepreneur,Commerce
1267,74,77,58,57,Commerce,67,71,93,Entrepreneur,Commerce
1268,69,93,81,64,Arts,91,83,87,Journalist,Arts
1269,60,80,66,76,Arts,91,78,82,Artist,Commerce
1270,80,87,75,65,Commerce,73,83,95,Economist,Science
1271,91,54,88,56,Arts,78,83,71,Writer,Arts
1272,63,94,78,77,Science,69,82,73,Scientist,Arts
1273,71,57,79,93,Arts,100,70,93,Writer,Arts
1274,74,54,88,68,Arts,70,63,80,Designer,Commerce
1275,97,78,92,52,Commerce,85,75,62,Banker,Commerce
1276,83,72,50,84,Commerce,89,67,97,Economist,Arts
1277,96,93,93,54,Science,66,71,91,Architect,Science
1278,87,68,82,61,Commerce,91,76,84,Economist,Commerce
1279,87,50,75,83,Arts,86,89,69,Designer,Arts
1280,79,52,100,66,Arts,72,98,64,Designer,Arts
1281,75,89,50,79,Commerce,68,89,64,Banker,Arts
1282,58,57,96,55,Science,100,96,71,Scientist,Arts
1283,55,98,98,69,Science,77,93,63,Doctor,Arts
1284,74,93,81,70,Science,74,98,82,Doctor,Arts
1285,99,98,90,58,Science,100,74,87,Scientist,Science
1286,81,58,68,76,Commerce,65,88,68,Economist,Arts
1287,52,68,75,68,Science,85,68,68,Architect,Commerce
1288,97,98,73,96,Science,95,78,78,Architect,Science
1289,80,62,81,66,Commerce,95,70,68,Entrepreneur,Commerce
1290,54,68,99,86,Science,74,61,98,Doctor,Arts
1291,64,52,86,50,Commerce,66,91,94,Economist,Arts
1292,71,81,57,51,Science,84,79,84,Architect,Commerce
1293,97,62,62,81,Science,68,64,82,Scientist,Arts
1294,78,72,60,86,Arts,78,63,64,Designer,Arts
1295,63,92,75,51,Arts,99,86,96,Journalist,Arts
1296,100,54,94,60,Science,100,88,86,Doctor,Arts
1297,88,54,57,97,Science,83,68,86,Engineer,Arts
1298,97,84,68,62,Arts,97,90,94,Artist,Science
1299,78,88,55,66,Science,91,76,78,Engineer,Commerce
1300,64,94,93,100,Science,67,88,75,Engineer,Arts
1301,76,86,85,90,Arts,78,63,91,Artist,Arts
1302,78,63,88,87,Science,61,61,68,Scientist,Arts
1303,75,84,58,64,Science,98,94,96,Engineer,Arts
1304,86,81,81,76,Arts,85,82,66,Journalist,Science
1305,90,93,54,93,Science,64,89,65,Scientist,Science
1306,87,69,84,89,Science,66,88,69,Architect,Arts
1307,81,74,75,71,Science,63,60,72,Architect,Commerce
1308,59,77,59,86,Arts,75,90,61,Journalist,Arts
1309,100,68,63,86,Science,88,60,98,Scientist,Arts
1310,86,95,76,91,Science,97,84,60,Scientist,Science
1311,100,66,54,70,Arts,91,70,68,Journalist,Commerce
1312,97,51,52,65,Commerce,81,94,80,Economist,Arts
1313,76,63,58,58,Science,94,85,82,Engineer,Arts
1314,93,61,55,100,Commerce,99,75,67,Economist,Arts
1315,66,53,85,57,Arts,93,69,95,Writer,Commerce
1316,81,74,89,53,Science,72,98,90,Engineer,Arts
1317,95,54,100,98,Commerce,69,95,76,Economist,Arts
1318,87,56,68,68,Arts,88,75,60,Designer,Commerce
1319,75,65,89,65,Arts,60,63,61,Artist,Commerce
1320,52,51,63,50,Arts,78,80,88,Journalist,Arts
1321,96,93,52,95,Science,80,98,85,Engineer,Science
1322,77,96,93,92,Science,87,82,65,Engineer,Arts
1323,94,53,77,82,Science,96,86,99,Engineer,Arts
1324,57,99,82,76,Arts,83,64,78,Artist,Commerce
1325,80,62,83,76,Arts,90,60,66,Artist,Commerce
1326,79,65,61,51,Arts,99,76,80,Journalist,Commerce
1327,52,59,87,82,Science,75,62,88,Scientist,Arts
1328,96,75,68,86,Science,89,61,82,Scientist,Arts
1329,59,54,58,69,Arts,74,92,86,Designer,Arts
1330,94,52,68,65,Science,64,93,61,Architect,Arts
1331,74,63,66,75,Commerce,74,63,64,Accountant,Commerce
1332,74,80,92,90,Commerce,89,61,82,Entrepreneur,Arts
1333,65,51,51,77,Commerce,98,84,99,Entrepreneur,Arts
1334,68,75,62,83,Commerce,77,72,77,Economist,Arts
1335,62,79,75,81,Arts,84,97,100,Writer,Arts
1336,100,51,96,97,Science,96,65,66,Architect,Arts
1337,93,84,73,100,Commerce,60,65,89,Entrepreneur,Science
1338,55,77,76,87,Commerce,100,65,77,Banker,Arts
1339,97,78,83,84,Arts,97,65,69,Writer,Arts
1340,82,55,67,90,Arts,83,64,95,Journalist,Arts
1341,91,65,74,72,Science,76,74,73,Scientist,Commerce
1342,80,70,97,52,Science,81,68,98,Scientist,Commerce
1343,100,68,78,60,Science,96,67,61,Doctor,Commerce
1344,58,94,97,73,Arts,90,84,89,Designer,Arts
1345,97,67,54,60,Arts,60,81,73,Artist,Arts
1346,62,70,82,78,Arts,85,79,96,Writer,Commerce
1347,62,61,98,98,Science,86,98,77,Engineer,Arts
1348,80,95,68,57,Arts,62,76,80,Journalist,Science
1349,53,97,68,61,Arts,88,68,90,Designer,Commerce
1350,82,79,87,65,Science,97,90,87,Scientist,Arts
1351,55,52,76,53,Arts,81,65,90,Artist,Commerce
1352,70,84,79,95,Science,75,61,88,Architect,Arts
1353,74,100,57,67,Science,63,96,90,Architect,Arts
1354,83,58,66,91,Commerce,72,74,95,Banker,Arts
1355,72,70,53,70,Commerce,70,79,78,Accountant,Commerce
1356,79,82,93,87,Science,76,87,60,Doctor,Arts
1357,63,78,68,52,Arts,98,87,91,Journalist,Arts
1358,59,96,66,90,Arts,86,74,62,Journalist,Arts
1359,54,98,89,65,Science,84,72,90,Architect,Commerce
1360,94,81,70,98,Arts,73,77,70,Writer,Science
1361,95,53,63,93,Commerce,81,67,68,Accountant,Arts
1362,100,87,95,69,Arts,83,92,75,Artist,Science
1363,94,72,50,96,Commerce,62,80,92,Entrepreneur,Arts
1364,56,86,68,60,Arts,75,81,78,Writer,Arts
1365,50,80,93,94,Commerce,62,99,68,Economist,Arts
1366,75,93,74,52,Science,71,87,92,Scientist,Arts
1367,70,60,64,94,Science,77,85,86,Architect,Arts
1368,85,55,55,63,Science,76,79,94,Doctor,Commerce
1369,61,98,52,51,Arts,62,87,75,Artist,Arts
1370,98,55,71,79,Arts,96,90,62,Designer,Arts
1371,89,66,55,64,Arts,90,89,70,Journalist,Arts
1372,95,66,92,69,Arts,69,62,95,Designer,Commerce
1373,96,63,70,75,Science,76,77,87,Architect,Commerce
1374,73,88,95,67,Arts,62,84,99,Designer,Arts
1375,50,60,72,67,Arts,94,78,80,Writer,Commerce
1376,60,75,99,61,Science,79,75,96,Architect,Commerce
1377,88,63,93,57,Arts,84,64,90,Artist,Commerce
1378,58,96,93,53,Arts,72,84,78,Writer,Arts
1379,81,61,55,84,Science,76,82,67,Architect,Arts
1380,92,69,91,96,Science,61,66,64,Scientist,Arts
1381,97,76,52,61,Commerce,83,96,60,Economist,Arts
1382,94,61,84,67,Commerce,80,73,96,Entrepreneur,Commerce
1383,85,65,96,50,Science,96,98,89,Scientist,Arts
1384,66,61,91,53,Science,64,80,73,Scientist,Arts
1385,83,97,86,50,Arts,68,77,77,Writer,Science
1386,85,64,50,82,Science,68,64,74,Doctor,Arts
1387,53,90,89,92,Arts,75,77,98,Writer,Arts
1388,96,59,61,56,Arts,93,91,60,Artist,Arts
1389,68,63,63,61,Science,100,62,96,Architect,Commerce
1390,72,67,62,60,Arts,79,91,95,Journalist,Arts
1391,88,90,91,97,Science,81,92,63,Engineer,Science
1392,88,87,51,80,Arts,100,99,95,Artist,Science
1393,81,91,94,63,Commerce,83,71,74,Accountant,Science
1394,80,76,67,91,Arts,83,82,89,Artist,Arts
1395,90,65,98,96,Science,83,66,67,Architect,Arts
1396,57,72,87,82,Commerce,61,92,66,Economist,Arts
1397,89,82,55,96,Arts,96,72,60,Writer,Science
1398,96,88,59,95,Science,65,85,71,Engineer,Science
1399,65,91,86,66,Science,92,91,69,Engineer,Arts
1400,61,85,88,94,Arts,66,63,70,Artist,Arts
1401,78,61,56,65,Arts,80,86,63,Writer,Arts
1402,53,84,76,67,Science,75,81,92,Architect,Arts
1403,90,68,87,79,Commerce,97,82,94,Accountant,Arts
1404,62,87,99,52,Science,87,80,88,Engineer,Arts
1405,99,90,53,89,Commerce,92,86,72,Banker,Science
1406,51,71,71,97,Arts,96,77,72,Artist,Arts
1407,80,76,67,59,Science,84,73,69,Architect,Commerce
1408,53,75,66,88,Science,95,98,79,Engineer,Arts
1409,60,85,82,84,Arts,71,73,99,Designer,Arts
1410,99,88,100,74,Science,79,85,97,Doctor,Science
1411,69,88,80,99,Arts,75,82,71,Designer,Arts
1412,81,75,58,62,Commerce,89,100,95,Banker,Arts
1413,87,77,86,80,Science,100,68,68,Doctor,Arts
1414,73,84,63,95,Science,61,65,66,Engineer,Arts
1415,60,93,51,56,Commerce,74,71,75,Banker,Commerce
1416,70,90,58,53,Arts,76,95,90,Writer,Arts
1417,79,79,89,96,Commerce,76,74,74,Entrepreneur,Arts
1418,80,91,73,57,Arts,88,99,84,Designer,Science
1419,86,62,90,74,Commerce,94,71,80,Entrepreneur,Commerce
1420,97,52,81,100,Arts,85,67,80,Writer,Arts
1421,71,100,80,88,Science,78,91,82,Engineer,Arts
1422,55,60,83,57,Arts,72,93,69,Designer,Arts
1423,99,60,98,83,Science,98,92,87,Doctor,Arts
1424,58,76,85,97,Science,90,72,76,Doctor,Arts
1425,69,93,90,92,Commerce,87,92,60,Banker,Arts
1426,61,51,90,59,Arts,84,97,91,Artist,Arts
1427,83,55,83,51,Science,60,97,100,Doctor,Arts
1428,90,88,54,85,Science,82,83,96,Engineer,Science
1429,65,60,55,64,Arts,64,74,98,Designer,Commerce
1430,72,95,65,72,Science,80,68,62,Doctor,Commerce
1431,74,70,59,87,Arts,69,98,97,Designer,Arts
1432,73,75,53,86,Commerce,81,70,67,Accountant,Arts
